Index,Random Seed,#,Property,Actual,Predicted,Uncertainty,K_fold
7630,1,453.0,Electronic Thermal Conductivity (W/mK),0.8047000169754028,0.640769362449646,0.0087510617449879,1
7631,1,454.0,Electronic Thermal Conductivity (W/mK),0.7138000130653381,0.5906135439872742,0.0078760674223303,1
7632,1,455.0,Electronic Thermal Conductivity (W/mK),0.6269999742507935,0.4952466189861297,0.0069109108299016,1
7633,1,456.0,Electronic Thermal Conductivity (W/mK),0.5498999953269958,0.4631952941417694,0.006090554408729,1
7634,1,457.0,Electronic Thermal Conductivity (W/mK),0.5058000087738037,0.4312743246555328,0.0060227587819099,1
7635,1,458.0,Electronic Thermal Conductivity (W/mK),0.4480000138282776,0.3996562361717224,0.0054169711656868,1
7636,1,459.0,Electronic Thermal Conductivity (W/mK),0.4045999944210052,0.3807885646820068,0.0051278756000101,1
7637,1,460.0,Electronic Thermal Conductivity (W/mK),0.3882000148296356,0.3573977351188659,0.0049618030898272,1
7638,1,462.0,Electronic Thermal Conductivity (W/mK),0.8532000184059143,0.8414624333381653,0.0328799486160278,2
7639,1,463.0,Electronic Thermal Conductivity (W/mK),0.8708000183105469,0.8703901767730713,0.0264817923307418,2
7640,1,464.0,Electronic Thermal Conductivity (W/mK),0.829200029373169,0.8191165924072266,0.0219819992780685,2
7641,1,465.0,Electronic Thermal Conductivity (W/mK),0.7982000112533569,0.7198219299316406,0.0199866108596324,2
7642,1,466.0,Electronic Thermal Conductivity (W/mK),0.75,0.6937283277511597,0.0198318287730216,2
7643,1,467.0,Electronic Thermal Conductivity (W/mK),0.6680999994277954,0.6303020119667053,0.0142830871045589,2
7644,1,468.0,Electronic Thermal Conductivity (W/mK),0.61080002784729,0.5585288405418396,0.0126226218417286,2
7645,1,469.0,Electronic Thermal Conductivity (W/mK),0.5051000118255615,0.5033122897148132,0.0105590093880891,2
7646,1,470.0,Electronic Thermal Conductivity (W/mK),0.4975999891757965,0.4671841263771057,0.0099818455055356,2
7647,1,471.0,Electronic Thermal Conductivity (W/mK),0.466399997472763,0.4539820551872253,0.0094928685575723,2
7648,1,474.0,Electronic Thermal Conductivity (W/mK),0.7196000218391418,0.5175101161003113,0.0191035103052854,5
7649,1,476.0,Electronic Thermal Conductivity (W/mK),0.6568999886512756,0.6390262842178345,0.0241104289889335,5
7650,1,477.0,Electronic Thermal Conductivity (W/mK),0.6074000000953674,0.6967560052871704,0.0248668286949396,5
7651,1,478.0,Electronic Thermal Conductivity (W/mK),0.5760999917984009,0.6795523166656494,0.0248278249055147,5
7652,1,479.0,Electronic Thermal Conductivity (W/mK),0.5396000146865845,0.706900954246521,0.0240610912442207,5
7653,1,480.0,Electronic Thermal Conductivity (W/mK),0.5214999914169312,0.667515754699707,0.0200535617768764,5
7654,1,481.0,Electronic Thermal Conductivity (W/mK),0.4372000098228454,0.5998825430870056,0.0195888020098209,5
7655,1,482.0,Electronic Thermal Conductivity (W/mK),0.3840999901294708,0.5418857932090759,0.0176019761711359,5
7656,1,487.0,Electronic Thermal Conductivity (W/mK),0.4950000047683716,0.7912285327911377,0.0131765967234969,3
7657,1,488.0,Electronic Thermal Conductivity (W/mK),0.4779999852180481,0.8274328708648682,0.0147604700177907,3
7658,1,489.0,Electronic Thermal Conductivity (W/mK),0.4620000123977661,0.6741093397140503,0.0097349565476179,3
7659,1,490.0,Electronic Thermal Conductivity (W/mK),0.4729999899864197,0.6721214056015015,0.0101961800828576,3
7660,1,491.0,Electronic Thermal Conductivity (W/mK),0.4375999867916107,0.6293014287948608,0.0090232193470001,3
7661,1,492.0,Electronic Thermal Conductivity (W/mK),0.4162000119686126,0.5984300971031189,0.0101970508694648,3
7662,1,493.0,Electronic Thermal Conductivity (W/mK),0.3862999975681305,0.5528315305709839,0.0086114658042788,3
7663,1,494.0,Electronic Thermal Conductivity (W/mK),0.3598000109195709,0.4620131850242615,0.0081706652417778,3
7664,1,495.0,Electronic Thermal Conductivity (W/mK),0.3592999875545501,0.3827711641788482,0.0065150242298841,3
7665,1,496.0,Electronic Thermal Conductivity (W/mK),0.3472999930381775,0.3716572523117065,0.0053500076755881,3
7666,1,501.0,Electronic Thermal Conductivity (W/mK),0.7386000156402588,0.6869444847106934,0.0110058533027768,3
7667,1,502.0,Electronic Thermal Conductivity (W/mK),0.7113000154495239,0.6227474808692932,0.0104848304763436,3
7668,1,503.0,Electronic Thermal Conductivity (W/mK),0.6826000213623047,0.6647524237632751,0.011612270027399,3
7669,1,504.0,Electronic Thermal Conductivity (W/mK),0.6718000173568726,0.5907073616981506,0.0110246520489454,3
7670,1,505.0,Electronic Thermal Conductivity (W/mK),0.6401000022888184,0.5520461797714233,0.0117126917466521,3
7671,1,506.0,Electronic Thermal Conductivity (W/mK),0.5795999765396118,0.4608127772808075,0.0115620736032724,3
7672,1,507.0,Electronic Thermal Conductivity (W/mK),0.506600022315979,0.405733197927475,0.0101462882012128,3
7673,1,508.0,Electronic Thermal Conductivity (W/mK),0.45660001039505,0.4084052741527557,0.0103661827743053,3
7674,1,509.0,Electronic Thermal Conductivity (W/mK),0.4449999928474426,0.3750516474246979,0.0084672030061483,3
7675,1,510.0,Electronic Thermal Conductivity (W/mK),0.4264000058174133,0.3787991404533386,0.0083987740799784,3
7676,1,511.0,Electronic Thermal Conductivity (W/mK),0.3885000050067901,0.3472819328308105,0.0076751904562115,3
7677,1,512.0,Electronic Thermal Conductivity (W/mK),0.3729999959468841,0.3607994616031647,0.0092090824618935,3
7678,1,517.0,Electronic Thermal Conductivity (W/mK),0.6809999942779541,0.5717133283615112,0.0102131813764572,3
7679,1,518.0,Electronic Thermal Conductivity (W/mK),0.6383000016212463,0.536038875579834,0.0108640184625983,3
7680,1,519.0,Electronic Thermal Conductivity (W/mK),0.5572999715805054,0.4636644423007965,0.0104891462251544,3
7681,1,520.0,Electronic Thermal Conductivity (W/mK),0.5013999938964844,0.3993760049343109,0.0089831696823239,3
7682,1,521.0,Electronic Thermal Conductivity (W/mK),0.4738999903202057,0.4024224877357483,0.0092597072944045,3
7683,1,522.0,Electronic Thermal Conductivity (W/mK),0.4442999958992004,0.3584837615489959,0.0077316449023783,3
7684,1,523.0,Electronic Thermal Conductivity (W/mK),0.4190999865531921,0.3538690209388733,0.0074109486304223,3
7685,1,524.0,Electronic Thermal Conductivity (W/mK),0.3747000098228454,0.3406489789485931,0.0071611800231039,3
7686,1,525.0,Electronic Thermal Conductivity (W/mK),0.3416999876499176,0.3625473976135254,0.0086672147735953,3
7687,1,526.0,Electronic Thermal Conductivity (W/mK),0.685699999332428,0.560562014579773,0.0163920409977436,4
7688,1,527.0,Electronic Thermal Conductivity (W/mK),0.6484000086784363,0.550786018371582,0.0133718345314264,4
7689,1,528.0,Electronic Thermal Conductivity (W/mK),0.6107000112533569,0.5193837881088257,0.0116624012589454,4
7690,1,529.0,Electronic Thermal Conductivity (W/mK),0.6173999905586243,0.5001673102378845,0.010040127672255,4
7691,1,530.0,Electronic Thermal Conductivity (W/mK),0.5454999804496765,0.4791645109653473,0.0098244221881031,4
7692,1,531.0,Electronic Thermal Conductivity (W/mK),0.5019999742507935,0.4122672080993652,0.0086096720770001,4
7693,1,532.0,Electronic Thermal Conductivity (W/mK),0.446399986743927,0.3609795570373535,0.0077730477787554,4
7694,1,533.0,Electronic Thermal Conductivity (W/mK),0.3846000134944916,0.3164348900318146,0.0071162078529596,4
7695,1,534.0,Electronic Thermal Conductivity (W/mK),0.3941999971866607,0.3117429614067077,0.0070463730953633,4
7696,1,535.0,Electronic Thermal Conductivity (W/mK),0.3341000080108642,0.2864660620689392,0.0067833364009857,4
7697,1,536.0,Electronic Thermal Conductivity (W/mK),0.3395000100135803,0.2880211770534515,0.0063154781237244,4
7698,1,537.0,Electronic Thermal Conductivity (W/mK),0.3273000121116638,0.2692385017871856,0.0059362784959375,4
7699,1,538.0,Electronic Thermal Conductivity (W/mK),0.3352000117301941,0.2465373873710632,0.0059575350023806,4
7700,1,539.0,Electronic Thermal Conductivity (W/mK),0.4718999862670898,0.751686692237854,0.0224446188658475,2
7701,1,540.0,Electronic Thermal Conductivity (W/mK),0.4605999886989593,0.7544975280761719,0.0221266224980354,2
7702,1,541.0,Electronic Thermal Conductivity (W/mK),0.4300999939441681,0.7014649510383606,0.01872443780303,2
7703,1,542.0,Electronic Thermal Conductivity (W/mK),0.4138000011444092,0.6575530171394348,0.0159708522260189,2
7704,1,543.0,Electronic Thermal Conductivity (W/mK),0.3910999894142151,0.6017285585403442,0.0151994684711098,2
7705,1,544.0,Electronic Thermal Conductivity (W/mK),0.3183000087738037,0.585940420627594,0.0136782191693782,2
7706,1,545.0,Electronic Thermal Conductivity (W/mK),0.2851999998092651,0.5115786790847778,0.0111454240977764,2
7707,1,546.0,Electronic Thermal Conductivity (W/mK),0.2549000084400177,0.4350011050701141,0.0101048406213521,2
7708,1,548.0,Electronic Thermal Conductivity (W/mK),0.2339999973773956,0.3836618661880493,0.0083475252613425,2
7709,1,550.0,Electronic Thermal Conductivity (W/mK),0.2451000064611435,0.3447702825069427,0.0075689805671572,2
7710,1,557.0,Electronic Thermal Conductivity (W/mK),0.1099999994039535,0.1984288096427917,0.0167824123054742,1
7711,1,558.0,Electronic Thermal Conductivity (W/mK),0.2199999988079071,0.2577776312828064,0.0202718283981084,1
7712,1,559.0,Electronic Thermal Conductivity (W/mK),0.4099999964237213,0.3369688689708709,0.0169584974646568,1
7713,1,560.0,Electronic Thermal Conductivity (W/mK),0.7400000095367432,0.6333326101303101,0.04871766269207,1
7714,1,566.0,Electronic Thermal Conductivity (W/mK),0.1800000071525573,0.4238213896751404,0.0202044323086738,2
7715,1,567.0,Electronic Thermal Conductivity (W/mK),0.3100000023841858,0.4286939203739166,0.016803627833724,2
7716,1,568.0,Electronic Thermal Conductivity (W/mK),0.5400000214576721,0.5670099854469299,0.0179563127458095,2
7717,1,569.0,Electronic Thermal Conductivity (W/mK),0.9100000262260436,0.9660036563873292,0.0389872007071971,2
7718,1,571.0,Electronic Thermal Conductivity (W/mK),0.0289999991655349,0.5087888240814209,0.0199743378907442,3
7719,1,572.0,Electronic Thermal Conductivity (W/mK),0.0570000000298023,0.533769965171814,0.0212590917944908,3
7720,1,575.0,Electronic Thermal Conductivity (W/mK),0.25,0.2900606095790863,0.0197834149003028,3
7721,1,576.0,Electronic Thermal Conductivity (W/mK),0.3700000047683716,0.4822167158126831,0.0259487200528383,3
7722,1,577.0,Electronic Thermal Conductivity (W/mK),0.6100000143051147,0.8124752044677734,0.0274511259049177,3
7723,1,578.0,Electronic Thermal Conductivity (W/mK),0.9900000095367432,1.140215516090393,0.03144047036767,3
7724,1,584.0,Electronic Thermal Conductivity (W/mK),0.3300000131130218,0.2507339715957641,0.0203292705118656,2
7725,1,585.0,Electronic Thermal Conductivity (W/mK),0.5099999904632568,0.3897553980350494,0.0174519009888172,2
7726,1,586.0,Electronic Thermal Conductivity (W/mK),0.7599999904632568,0.5945204496383667,0.0239172354340553,2
7727,1,587.0,Electronic Thermal Conductivity (W/mK),1.1399999856948853,0.9636234045028688,0.0464196726679801,2
7728,1,732.0,Electronic Thermal Conductivity (W/mK),0.0640000030398368,0.1569317281246185,0.0156777314841747,4
7729,1,733.0,Electronic Thermal Conductivity (W/mK),0.0680000036954879,0.1591645181179046,0.011384499259293,4
7730,1,734.0,Electronic Thermal Conductivity (W/mK),0.0759999975562095,0.1196580529212951,0.0112590407952666,4
7731,1,735.0,Electronic Thermal Conductivity (W/mK),0.0680000036954879,0.09428071975708,0.0101723987609148,4
7732,1,736.0,Electronic Thermal Conductivity (W/mK),0.0599999986588954,0.0768198370933532,0.0092594297602772,4
7733,1,737.0,Electronic Thermal Conductivity (W/mK),0.0439999997615814,0.0586153864860534,0.0080851884558796,4
7734,1,738.0,Electronic Thermal Conductivity (W/mK),0.0359999984502792,0.0477953553199768,0.0069987387396395,4
7735,1,739.0,Electronic Thermal Conductivity (W/mK),0.0280000008642673,0.0407619476318359,0.0065910294651985,4
7736,1,740.0,Electronic Thermal Conductivity (W/mK),0.0280000008642673,0.039635956287384,0.005553716327995,4
7737,1,741.0,Electronic Thermal Conductivity (W/mK),0.0280000008642673,0.0413838624954223,0.0057238056324422,4
7738,1,742.0,Electronic Thermal Conductivity (W/mK),0.0359999984502792,0.0476104021072387,0.0060505615547299,4
7739,1,743.0,Electronic Thermal Conductivity (W/mK),0.0480000004172325,0.0602676272392272,0.0061737298965454,4
7740,1,744.0,Electronic Thermal Conductivity (W/mK),0.1560000032186508,0.0656300783157348,0.0081816520541906,3
7741,1,745.0,Electronic Thermal Conductivity (W/mK),0.1480000019073486,0.0762869119644165,0.0078228982165455,3
7742,1,746.0,Electronic Thermal Conductivity (W/mK),0.123999997973442,0.0722166299819946,0.0060662655159831,3
7743,1,747.0,Electronic Thermal Conductivity (W/mK),0.1000000014901161,0.0650166273117065,0.005353610496968,3
7744,1,748.0,Electronic Thermal Conductivity (W/mK),0.0799999982118606,0.0597444176673889,0.005325065460056,3
7745,1,749.0,Electronic Thermal Conductivity (W/mK),0.0599999986588954,0.0435264706611633,0.0055119469761848,3
7746,1,750.0,Electronic Thermal Conductivity (W/mK),0.0480000004172325,0.0351282954216003,0.0051699001342058,3
7747,1,751.0,Electronic Thermal Conductivity (W/mK),0.0439999997615814,0.0269235372543334,0.0045204362832009,3
7748,1,752.0,Electronic Thermal Conductivity (W/mK),0.0399999991059303,0.0277501344680786,0.0052391840144991,3
7749,1,753.0,Electronic Thermal Conductivity (W/mK),0.0439999997615814,0.0288224816322326,0.0055020912550389,3
7750,1,754.0,Electronic Thermal Conductivity (W/mK),0.0480000004172325,0.0344039797782897,0.0059785339981317,3
7751,1,755.0,Electronic Thermal Conductivity (W/mK),0.0599999986588954,0.0477046370506286,0.0059004854410886,3
7752,1,756.0,Electronic Thermal Conductivity (W/mK),0.1759999990463256,0.0649387836456298,0.0082148490473628,3
7753,1,757.0,Electronic Thermal Conductivity (W/mK),0.164000004529953,0.0795625448226928,0.0080795874819159,3
7754,1,758.0,Electronic Thermal Conductivity (W/mK),0.1400000005960464,0.0737767219543457,0.0061186295934021,3
7755,1,759.0,Electronic Thermal Conductivity (W/mK),0.1080000028014183,0.0650404691696167,0.0053357859142124,3
7756,1,760.0,Electronic Thermal Conductivity (W/mK),0.0879999995231628,0.0615044832229614,0.0053036725148558,3
7757,1,761.0,Electronic Thermal Conductivity (W/mK),0.0719999969005584,0.0438624024391174,0.005512265022844,3
7758,1,762.0,Electronic Thermal Conductivity (W/mK),0.0439999997615814,0.0371293425559997,0.0050597139634191,3
7759,1,763.0,Electronic Thermal Conductivity (W/mK),0.0480000004172325,0.0293817520141601,0.0045619993470609,3
7760,1,764.0,Electronic Thermal Conductivity (W/mK),0.0399999991059303,0.0311348438262939,0.0052507384680211,3
7761,1,765.0,Electronic Thermal Conductivity (W/mK),0.0399999991059303,0.0288940072059631,0.005460706539452,3
7762,1,766.0,Electronic Thermal Conductivity (W/mK),0.0480000004172325,0.0368481874465942,0.0059610176831483,3
7763,1,767.0,Electronic Thermal Conductivity (W/mK),0.0520000010728836,0.0498530864715576,0.0058906767517328,3
7764,1,768.0,Electronic Thermal Conductivity (W/mK),0.1159999966621398,0.0676499605178833,0.0083986148238182,3
7765,1,770.0,Electronic Thermal Conductivity (W/mK),0.096000000834465,0.0739040970802307,0.0062741665169596,3
7766,1,771.0,Electronic Thermal Conductivity (W/mK),0.0759999975562095,0.0663896203041076,0.0054960083216428,3
7767,1,772.0,Electronic Thermal Conductivity (W/mK),0.0640000030398368,0.0615816116333007,0.0053899833001196,3
7768,1,773.0,Electronic Thermal Conductivity (W/mK),0.0480000004172325,0.0448349714279174,0.0057087428867816,3
7769,1,774.0,Electronic Thermal Conductivity (W/mK),0.0399999991059303,0.0359951853752136,0.005354821216315,3
7770,1,775.0,Electronic Thermal Conductivity (W/mK),0.0320000015199184,0.0281804800033569,0.0047157132066786,3
7771,1,776.0,Electronic Thermal Conductivity (W/mK),0.0359999984502792,0.0303650498390197,0.0054097790271043,3
7772,1,777.0,Electronic Thermal Conductivity (W/mK),0.0399999991059303,0.0293177962303161,0.0055493162944912,3
7773,1,778.0,Electronic Thermal Conductivity (W/mK),0.0480000004172325,0.0359692573547363,0.0060586710460484,3
7774,1,779.0,Electronic Thermal Conductivity (W/mK),0.0599999986588954,0.0484702587127685,0.0059613990597426,3
7775,1,780.0,Electronic Thermal Conductivity (W/mK),0.152999997138977,0.295810729265213,0.0137241743505001,2
7776,1,781.0,Electronic Thermal Conductivity (W/mK),0.1459999978542328,0.2795820534229278,0.0115836635231971,2
7777,1,782.0,Electronic Thermal Conductivity (W/mK),0.1309999972581863,0.2600074708461761,0.010562689974904,2
7778,1,783.0,Electronic Thermal Conductivity (W/mK),0.1080000028014183,0.2098587453365326,0.0090954070910811,2
7779,1,784.0,Electronic Thermal Conductivity (W/mK),0.1000000014901161,0.1712096035480499,0.0080610616132617,2
7780,1,785.0,Electronic Thermal Conductivity (W/mK),0.1000000014901161,0.1612263917922973,0.0079568969085812,2
7781,1,786.0,Electronic Thermal Conductivity (W/mK),0.0850000008940696,0.1550382673740387,0.0076586580835282,2
7782,1,788.0,Electronic Thermal Conductivity (W/mK),0.0920000001788139,0.1559889316558838,0.006835944019258,2
7783,1,789.0,Electronic Thermal Conductivity (W/mK),0.0920000001788139,0.1482558846473693,0.0067067905329167,2
7784,1,790.0,Electronic Thermal Conductivity (W/mK),0.0930000022053718,0.1525392234325409,0.0074683716520667,2
7785,1,791.0,Electronic Thermal Conductivity (W/mK),0.1000000014901161,0.1462900638580322,0.0065263169817626,2
7786,1,804.0,Electronic Thermal Conductivity (W/mK),0.3919999897480011,0.3855179250240326,0.0153489233925938,2
7787,1,805.0,Electronic Thermal Conductivity (W/mK),0.3619999885559082,0.3735476434230804,0.0132758701220154,2
7788,1,806.0,Electronic Thermal Conductivity (W/mK),0.3079999983310699,0.3399326205253601,0.0112328166142106,2
7789,1,807.0,Electronic Thermal Conductivity (W/mK),0.2770000100135803,0.2667573094367981,0.0094692055135965,2
7790,1,808.0,Electronic Thermal Conductivity (W/mK),0.231000006198883,0.2146796286106109,0.0085473712533712,2
7791,1,809.0,Electronic Thermal Conductivity (W/mK),0.2070000022649765,0.1991276144981384,0.0082727912813425,2
7792,1,810.0,Electronic Thermal Conductivity (W/mK),0.1850000023841858,0.1867010295391082,0.0081152254715561,2
7793,1,811.0,Electronic Thermal Conductivity (W/mK),0.1770000010728836,0.1808245480060577,0.0070761842653155,2
7794,1,812.0,Electronic Thermal Conductivity (W/mK),0.1770000010728836,0.1832011044025421,0.0071988063864409,2
7795,1,813.0,Electronic Thermal Conductivity (W/mK),0.1689999997615814,0.1760363280773162,0.0069137117825448,2
7796,1,814.0,Electronic Thermal Conductivity (W/mK),0.1770000010728836,0.1766897737979889,0.0075023081153631,2
7797,1,815.0,Electronic Thermal Conductivity (W/mK),0.1620000004768371,0.1709657907485962,0.0068117482587695,2
7798,1,816.0,Electronic Thermal Conductivity (W/mK),0.5770000219345093,0.5383164882659912,0.0183424931019544,5
7799,1,817.0,Electronic Thermal Conductivity (W/mK),0.5529999732971191,0.5313780903816223,0.0175768695771694,5
7800,1,818.0,Electronic Thermal Conductivity (W/mK),0.4850000143051147,0.454425036907196,0.0106962220743298,5
7801,1,819.0,Electronic Thermal Conductivity (W/mK),0.4230000078678131,0.3970413208007812,0.0086612058803439,5
7802,1,820.0,Electronic Thermal Conductivity (W/mK),0.3689999878406524,0.3401183784008026,0.0084483055397868,5
7803,1,821.0,Electronic Thermal Conductivity (W/mK),0.3379999995231628,0.290719985961914,0.0081732543185353,5
7804,1,822.0,Electronic Thermal Conductivity (W/mK),0.3149999976158142,0.2575511038303375,0.0081952922046184,5
7805,1,823.0,Electronic Thermal Conductivity (W/mK),0.2930000126361847,0.2386816442012787,0.0090691726654767,5
7806,1,824.0,Electronic Thermal Conductivity (W/mK),0.2919999957084656,0.2353447377681732,0.008103484287858,5
7807,1,825.0,Electronic Thermal Conductivity (W/mK),0.2849999964237213,0.2316409349441528,0.0074223377741873,5
7808,1,826.0,Electronic Thermal Conductivity (W/mK),0.2619999945163727,0.2420282661914825,0.0086217476055026,5
7809,1,827.0,Electronic Thermal Conductivity (W/mK),0.2300000041723251,0.214991420507431,0.0088663594797253,5
7810,1,828.0,Electronic Thermal Conductivity (W/mK),0.7070000171661377,0.5343809723854065,0.0162603743374347,4
7811,1,829.0,Electronic Thermal Conductivity (W/mK),0.6690000295639038,0.5286509394645691,0.0147009994834661,4
7812,1,830.0,Electronic Thermal Conductivity (W/mK),0.5849999785423279,0.4552485048770904,0.0121439052745699,4
7813,1,831.0,Electronic Thermal Conductivity (W/mK),0.5149999856948853,0.4157441854476928,0.0117538375779986,4
7814,1,832.0,Electronic Thermal Conductivity (W/mK),0.4539999961853027,0.3501920104026794,0.0114564141258597,4
7815,1,833.0,Electronic Thermal Conductivity (W/mK),0.4079999923706054,0.3315525650978088,0.0112732928246259,4
7816,1,834.0,Electronic Thermal Conductivity (W/mK),0.3759999871253967,0.3023216724395752,0.009711330756545,4
7817,1,835.0,Electronic Thermal Conductivity (W/mK),0.3619999885559082,0.2877185940742492,0.0088762314990162,4
7818,1,836.0,Electronic Thermal Conductivity (W/mK),0.3459999859333038,0.2867732346057892,0.0091849463060498,4
7819,1,837.0,Electronic Thermal Conductivity (W/mK),0.3310000002384186,0.2769190371036529,0.0086146369576454,4
7820,1,838.0,Electronic Thermal Conductivity (W/mK),0.3149999976158142,0.2565614283084869,0.0075273169204592,4
7821,1,839.0,Electronic Thermal Conductivity (W/mK),0.2770000100135803,0.2270969450473785,0.0066108903847634,4
7822,1,851.0,Electronic Thermal Conductivity (W/mK),0.1480000019073486,0.1079509258270263,0.0085002463310956,5
7823,1,852.0,Electronic Thermal Conductivity (W/mK),0.5680000185966492,0.5556403994560242,0.0155427483841776,1
7824,1,853.0,Electronic Thermal Conductivity (W/mK),0.6779999732971191,0.72895747423172,0.0203937627375125,1
7825,1,854.0,Electronic Thermal Conductivity (W/mK),0.7680000066757202,0.9446922540664672,0.029626939445734,1
7826,1,855.0,Electronic Thermal Conductivity (W/mK),1.006999969482422,1.1271514892578125,0.0593204014003276,1
7827,1,856.0,Electronic Thermal Conductivity (W/mK),1.1469999551773071,1.1165717840194702,0.0436601750552654,1
7828,1,857.0,Electronic Thermal Conductivity (W/mK),1.315999984741211,1.1886534690856934,0.0624996200203895,1
7829,1,858.0,Electronic Thermal Conductivity (W/mK),1.5640000104904177,1.220472812652588,0.0616705939173698,1
7830,1,859.0,Electronic Thermal Conductivity (W/mK),0.5730000138282776,0.5455017685890198,0.0126955620944499,5
7831,1,860.0,Electronic Thermal Conductivity (W/mK),0.7039999961853027,0.6259372234344482,0.014512532390654,5
7832,1,861.0,Electronic Thermal Conductivity (W/mK),0.8500000238418579,0.7107215523719788,0.0171313714236021,5
7833,1,862.0,Electronic Thermal Conductivity (W/mK),0.9679999947547911,0.767723560333252,0.0185444224625825,5
7834,1,863.0,Electronic Thermal Conductivity (W/mK),1.1230000257492063,0.8614205718040466,0.022136814892292,5
7835,1,864.0,Electronic Thermal Conductivity (W/mK),1.2050000429153442,0.8778737187385559,0.024541275575757,5
7836,1,865.0,Electronic Thermal Conductivity (W/mK),1.437999963760376,0.996559202671051,0.0240470748394727,5
7837,1,866.0,Electronic Thermal Conductivity (W/mK),0.5759999752044678,0.5505422353744507,0.0135207632556557,4
7838,1,867.0,Electronic Thermal Conductivity (W/mK),0.675000011920929,0.6412026286125183,0.0132244974374771,4
7839,1,868.0,Electronic Thermal Conductivity (W/mK),0.7599999904632568,0.7746304869651794,0.0198925342410802,4
7840,1,869.0,Electronic Thermal Conductivity (W/mK),0.8270000219345093,0.8394497036933899,0.0196317713707685,4
7841,1,870.0,Electronic Thermal Conductivity (W/mK),0.9010000228881836,0.9638396501541138,0.0242800284177064,4
7842,1,871.0,Electronic Thermal Conductivity (W/mK),1.0160000324249268,1.043004274368286,0.026082158088684,4
7843,1,872.0,Electronic Thermal Conductivity (W/mK),1.131999969482422,1.1869595050811768,0.0294662248343229,4
7844,1,873.0,Electronic Thermal Conductivity (W/mK),0.5450000166893005,0.5343923568725586,0.0102784726768732,3
7845,1,874.0,Electronic Thermal Conductivity (W/mK),0.6140000224113464,0.6731775999069214,0.0120517145842313,3
7846,1,875.0,Electronic Thermal Conductivity (W/mK),0.6899999976158142,0.770931601524353,0.0129619929939508,3
7847,1,876.0,Electronic Thermal Conductivity (W/mK),0.7879999876022339,0.8492465019226074,0.0140041336417198,3
7848,1,877.0,Electronic Thermal Conductivity (W/mK),0.890999972820282,0.9279139041900636,0.015179269015789,3
7849,1,878.0,Electronic Thermal Conductivity (W/mK),0.972000002861023,1.00816810131073,0.0173724647611379,3
7850,1,879.0,Electronic Thermal Conductivity (W/mK),1.100000023841858,1.0626826286315918,0.0196710191667079,3
7851,1,880.0,Electronic Thermal Conductivity (W/mK),0.5289999842643738,0.529323399066925,0.0103918947279453,1
7852,1,881.0,Electronic Thermal Conductivity (W/mK),0.6600000262260437,0.5867336392402649,0.0119463019073009,1
7853,1,882.0,Electronic Thermal Conductivity (W/mK),0.8029999732971191,0.6343221068382263,0.01227936334908,1
7854,1,883.0,Electronic Thermal Conductivity (W/mK),0.9010000228881836,0.6917629241943359,0.0142541630193591,1
7855,1,884.0,Electronic Thermal Conductivity (W/mK),0.996999979019165,0.7103009223937988,0.0157961379736661,1
7856,1,885.0,Electronic Thermal Conductivity (W/mK),1.0119999647140503,0.8108117580413818,0.0206957478076219,1
7857,1,886.0,Electronic Thermal Conductivity (W/mK),1.0579999685287476,0.9234068989753724,0.0208792313933372,1
7858,1,887.0,Electronic Thermal Conductivity (W/mK),0.5210000276565552,0.5078449845314026,0.0112637868151068,3
7859,1,888.0,Electronic Thermal Conductivity (W/mK),0.5730000138282776,0.5876630544662476,0.0120135769248008,3
7860,1,889.0,Electronic Thermal Conductivity (W/mK),0.6209999918937683,0.6723944544792175,0.0135597800835967,3
7861,1,890.0,Electronic Thermal Conductivity (W/mK),0.6600000262260437,0.7597295045852661,0.0138699868693947,3
7862,1,891.0,Electronic Thermal Conductivity (W/mK),0.6819999814033508,0.839092493057251,0.0151926977559924,3
7863,1,892.0,Electronic Thermal Conductivity (W/mK),0.7490000128746033,0.8914247751235962,0.0170099940150976,3
7864,1,893.0,Electronic Thermal Conductivity (W/mK),0.8090000152587891,0.9359071850776672,0.0190468449145555,3
7865,1,894.0,Electronic Thermal Conductivity (W/mK),0.4850000143051147,0.5142428278923035,0.0110709005966782,1
7866,1,895.0,Electronic Thermal Conductivity (W/mK),0.5109999775886536,0.5669825077056885,0.0131018478423357,1
7867,1,896.0,Electronic Thermal Conductivity (W/mK),0.5699999928474426,0.6123108267784119,0.0130839413031935,1
7868,1,897.0,Electronic Thermal Conductivity (W/mK),0.640999972820282,0.6602705121040344,0.0150665780529379,1
7869,1,898.0,Electronic Thermal Conductivity (W/mK),0.6890000104904175,0.665233850479126,0.0163010079413652,1
7870,1,899.0,Electronic Thermal Conductivity (W/mK),0.7300000190734863,0.745266854763031,0.0215101446956396,1
7871,1,900.0,Electronic Thermal Conductivity (W/mK),0.7789999842643738,0.8450194001197815,0.0216826014220714,1
7872,1,901.0,Electronic Thermal Conductivity (W/mK),1.0099999904632568,0.6442389488220215,0.0195165369659662,2
7873,1,902.0,Electronic Thermal Conductivity (W/mK),1.069000005722046,0.6318240761756897,0.0170252062380313,2
7874,1,903.0,Electronic Thermal Conductivity (W/mK),1.1610000133514404,0.6731935739517212,0.0181898158043622,2
7875,1,904.0,Electronic Thermal Conductivity (W/mK),1.2269999980926514,0.7056020498275757,0.0184459462761878,2
